px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.8989	-9.17516	-3.59876	-2.15008	-1.06698	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	5.02328
5.0088	-9.01419	-3.57569	-2.20726	-1.0651	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.242792
5.06318	-8.94217	-2.73519	-2.25781	-1.05648	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	7.04728
5.16081	-8.82976	-2.72386	-2.31561	-1.05602	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.0338002
5.25028	-8.67815	-3.20667	-2.33668	-1.00473	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	12.5647
5.37326	-8.55353	-3.1951	-2.39086	-1.00371	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.0596378
5.41627	-8.43702	-2.93631	-2.39391	-0.931614	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	14.7348
5.53232	-8.33225	-2.89685	-2.44421	-0.930691	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.272215
5.55132	-8.18974	-2.7911	-2.40231	-0.805948	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	58.3486
5.65477	-8.09427	-2.79533	-2.44149	-0.805029	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.0709251
5.77769	-7.96635	-2.96304	-2.46816	-0.781362	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	2.58874
5.90236	-7.86545	-2.94167	-2.5096	-0.780194	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.175905
6.00687	-7.77058	-2.76006	-2.53741	-0.75987	5.9537	-7.7033	6	-7.75	2.72961	1.81974	1.58637
6.1339	-7.68519	-2.77179	-2.57871	-0.759492	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.029952
6.22862	-7.55886	-2.56139	-2.56576	-0.690482	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	19.7822
6.3365	-7.48722	-2.57432	-2.59901	-0.689472	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.0987697
6.43916	-7.37026	-2.30681	-2.59308	-0.63137	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	15.293
6.54772	-7.30236	-2.31976	-2.62643	-0.630298	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.098853
6.64849	-7.2056	-2.17075	-2.62366	-0.585573	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	10.0102
6.74186	-7.14501	-2.1997	-2.64966	-0.582952	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.611295
6.87438	-7.05787	-2.49525	-2.66604	-0.567981	6.81357	-6.96259	6.85	-7	1.99752	0.998765	2.04335
6.98237	-6.9971	-2.498	-2.69209	-0.5663	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.232351
7.10787	-6.90343	-2.40335	-2.69533	-0.532775	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	4.65153
7.22782	-6.84264	-2.42974	-2.72207	-0.530509	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.390667
7.33462	-6.72428	-2.07866	-2.68718	-0.456973	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	22.2428
7.42561	-6.67162	-2.10155	-2.70605	-0.453763	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.714174
7.56911	-6.57666	-2.4779	-2.70295	-0.424516	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	4.99915
7.67794	-6.51959	-2.48422	-2.72131	-0.422402	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.310726
7.86148	-6.44662	-3.31459	-2.75284	-0.436872	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	7.08825
8.01025	-6.38128	-3.30857	-2.77252	-0.435536	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.221482
8.04954	-6.29985	-1.60976	-2.73318	-0.358292	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	38.0587
8.13	-6.25864	-1.63559	-2.74928	-0.355145	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.657999
8.24492	-6.14301	-1.55404	-2.70946	-0.290247	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	22.3544
8.3213	-6.10023	-1.58221	-2.72132	-0.286847	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	1.04576
8.53657	-5.98415	-3.08401	-2.72081	-0.272148	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	19.3554
8.6862	-5.91071	-3.08405	-2.7326	-0.269877	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.344919
8.82492	-5.81242	-2.82458	-2.71401	-0.232516	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	4.35582
8.96339	-5.74345	-2.83691	-2.72364	-0.229933	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.335837
9.04939	-5.63151	-2.10039	-2.67158	-0.157547	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	21.0249
9.14095	-5.57743	-2.12311	-2.6755	-0.154097	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.723851
9.26656	-5.47681	-2.23634	-2.65161	-0.118772	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	4.90804
9.37115	-5.41431	-2.24381	-2.65527	-0.116609	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.318394
9.42389	-5.29905	-1.19332	-2.58528	-0.0301033	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	37.0375
9.48253	-5.25622	-1.24406	-2.58255	-0.0257377	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	1.8295
9.65076	-5.07872	-2.15733	-2.51605	0.0464743	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	34.9745
9.74423	-5.00106	-2.19074	-2.50888	0.0504093	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	1.23705
9.88114	-4.8578	-2.48291	-2.46501	0.0960402	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	9.61291
9.98287	-4.7657	-2.50267	-2.45578	0.0992862	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.55249
10.0989	-4.62103	-2.72497	-2.41081	0.143324	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	6.4085
10.1947	-4.52378	-2.74026	-2.39986	0.146317	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.443221
10.2788	-4.36504	-2.45042	-2.33062	0.215707	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	13.0626
10.3663	-4.26022	-2.4729	-2.3149	0.218804	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.475157
10.4954	-4.11128	-3.02835	-2.30014	0.219642	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	2.86713
10.6004	-3.98316	-3.03257	-2.28568	0.221322	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.184122
10.7054	-3.86529	-2.99496	-2.2774	0.216683	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.119523
10.8056	-3.73909	-2.97989	-2.26427	0.217098	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.175123
10.8992	-3.62545	-2.82416	-2.25178	0.218367	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.219835
10.9911	-3.5002	-2.83343	-2.23729	0.22011	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.221298
11.0231	-3.35503	-2.0505	-2.16466	0.294236	11.1095	-3.32648	11	-3.3	0.908632	2.72588	23.5265
11.0809	-3.25443	-2.07942	-2.14519	0.29685	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.492267
11.1453	-3.06437	-2.28987	-2.08198	0.351573	10.9851	-2.95299	11.1	-3	0.909905	2.72971	13.5871
11.2006	-2.94765	-2.31869	-2.05943	0.354077	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.495104
11.187	-2.7849	-1.69011	-1.94844	0.467392	11.0233	-2.67356	11.15	-2.7	0	2.72847	49.5005
11.2119	-2.68832	-1.73916	-1.91802	0.470959	11.1324	-2.55807	11.15	-2.55	0	2.72844	1.12032
11.2356	-2.48151	-2.1714	-1.82957	0.548873	11.2541	-2.42353	11.15	-2.4	0	2.72732	29.4561
11.2547	-2.35799	-2.20797	-1.79491	0.552024	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.876558
11.3839	-2.15311	-2.97751	-1.86434	0.42452	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	62.2293
11.422	-1.99209	-2.99207	-1.83783	0.426729	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.370547
11.3177	-1.83243	-2.38547	-1.65776	0.619231	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	75.4694
11.3188	-1.69653	-2.41271	-1.62037	0.621452	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.459825
11.3199	-1.52526	-2.68458	-1.5775	0.632218	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.757628
11.3132	-1.375	-2.69731	-1.54078	0.633385	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.160626
11.2459	-1.17487	-3.34962	-1.44119	0.714148	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	22.1426
11.213	-0.99727	-3.3148	-1.39933	0.716119	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.319779
11.0661	-0.843689	-3.9182	-1.25262	0.847802	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	46.4783
10.9897	-0.647007	-3.87473	-1.20311	0.850312	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.453648
10.9322	-0.561721	-2.975	-1.14986	0.854594	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	5.80622
10.8599	-0.415647	-2.9652	-1.10174	0.855506	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.0522097
10.6867	-0.281192	-4.42437	-0.985792	0.946892	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	58.9033
10.5595	-0.106476	-4.38352	-0.935517	0.950081	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.925179
10.4771	-0.116475	-2.62943	-0.845089	0.989195	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	30.5473
10.3758	-0.0165342	-2.59782	-0.787441	0.992387	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.777014
10.2349	-0.00849795	-2.97691	-0.670085	1.06563	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	29.7009
10.0995	0.0847647	-2.96071	-0.608075	1.06881	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0.864557
9.9594	0.0880857	-2.83773	-0.497868	1.1281	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	15.2964
9.81409	0.15552	-2.83383	-0.432592	1.13078	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0.603226
9.71683	0.144663	-2.00542	-0.336842	1.16857	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	10.2304
9.60751	0.177107	-2.00941	-0.271226	1.16944	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.105265
9.465	0.185886	-2.55815	-0.184517	1.19547	9.56225	0.148577	9.4	0.15	-2.72659	0	6.04568
9.31855	0.205822	-2.56726	-0.116379	1.19716	9.25348	0.150166	9.25	0.15	-2.72658	0	0.350572
9.17216	0.214418	-2.61357	-0.0468716	1.2011	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.159427
9.01929	0.216463	-2.62893	0.0200664	1.20095	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.37653
8.87173	0.233132	-2.77759	0.0609278	1.17232	8.94634	0.26481	8.8	0.25	-2.72783	0	2.47576
8.71229	0.219091	-2.78963	0.125547	1.1716	8.64483	0.254352	8.65	0.25	-2.7278	0	0.280096
8.56756	0.222977	-2.74691	0.161703	1.1386	8.46866	0.251128	8.5	0.25	-2.72395	0	2.87086
8.41329	0.19455	-2.75539	0.223721	1.13717	8.35775	0.250149	8.35	0.25	-2.72395	0	0.290467
8.26812	0.17568	-2.81832	0.265907	1.11362	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	1.47122
8.11116	0.130216	-2.83192	0.326735	1.11249	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.350294
7.90847	0.108301	-4.02859	0.330204	1.04903	7.74678	0.154598	7.85	0.15	-3.9992	0	23.5367
7.71214	0.0395081	-4.03385	0.380579	1.04588	7.63715	0.143302	7.65	0.15	-3.99916	0	0.760986
7.65132	0.0811043	-2.25573	0.367951	0.966239	7.61982	0.157052	7.55	0.15	-1.99868	0	47.6865
7.53716	0.039485	-2.26122	0.413884	0.962747	7.43926	0.160393	7.45	0.15	-1.99866	0	1.12695
7.39903	0.0356745	-2.83345	0.411863	0.892626	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	23.109
7.24927	-0.0294128	-2.84111	0.459087	0.890039	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.584257
7.14806	-0.068505	-2.27093	0.495449	0.873906	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	3.63534
7.03085	-0.131076	-2.28542	0.542462	0.872666	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.328543
6.92012	-0.221707	-2.2649	0.609716	0.89871	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	2.83575
6.81408	-0.296585	-2.27888	0.658769	0.898423	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.248903
6.69099	-0.420757	-2.6129	0.731203	0.929781	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	5.01285
6.58437	-0.520035	-2.62079	0.782239	0.929809	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.0722669
6.46713	-0.701838	-2.84029	0.884193	1.00151	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	18.3032
6.3711	-0.827823	-2.86377	0.940458	1.0032	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.600749
6.36409	-1.03264	-2.08619	1.11635	1.18619	6.35624	-1.10001	6.35	-1.1	0	-2.99522	103.319
6.32573	-1.13143	-2.11352	1.17834	1.18905	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.725994
6.28861	-1.36653	-2.87956	1.30239	1.27269	6.30992	-1.40686	6.35	-1.4	0	-2.72817	32.0147
6.26158	-1.52297	-2.88692	1.37598	1.27611	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.486775
6.26927	-1.68783	-2.97239	1.47147	1.30999	6.50996	-1.74616	6.35	-1.7	0	-2.72628	3.9257
6.26704	-1.85177	-2.96327	1.54665	1.31275	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.381004
6.25301	-1.9761	-2.50242	1.60347	1.29147	6.38849	-2.02257	6.35	-2	0	-2.73154	3.18713
6.27027	-2.11561	-2.50698	1.67729	1.29373	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.340698
6.25764	-2.24612	-2.31164	1.71702	1.26193	6.28921	-2.27735	6.35	-2.3	0	-2.99503	4.94338
6.28427	-2.36366	-2.32834	1.78202	1.26296	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.377037
6.31803	-2.55586	-3.049	1.8427	1.25359	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	4.46533
6.37675	-2.71885	-3.05927	1.9144	1.25553	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.368816
6.41917	-2.86733	-2.8149	1.97001	1.2393	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	1.27081
6.48968	-3.01004	-2.81961	2.04014	1.24057	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.161038
6.49683	-3.16155	-2.27059	2.04852	1.16995	6.70928	-3.32749	6.55	-3.25	0	-3.63617	20.593
6.5624	-3.27626	-2.29994	2.11216	1.1681	6.54763	-3.45513	6.55	-3.45	0	-3.63613	1.47433
6.5757	-3.47985	-2.72845	2.08906	1.0697	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	37.6664
6.65723	-3.61195	-2.74757	2.14726	1.0683	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	0.719046
6.69671	-3.76774	-2.6398	2.15398	1.00886	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	11.9099
6.78752	-3.89089	-2.65315	2.211	1.00946	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.308167
6.86033	-4.05935	-2.93654	2.22135	0.956796	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	11.2349
6.96588	-4.19026	-2.95569	2.2729	0.954752	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0.885014
6.97838	-4.32468	-2.13584	2.24778	0.863443	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	30.9761
7.0594	-4.41999	-2.15414	2.29442	0.861534	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0.794756
7.10777	-4.59128	-2.63341	2.26371	0.771463	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	31.6669
7.20186	-4.7031	-2.64249	2.30382	0.768673	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0.913126
7.27869	-4.8952	-3.27531	2.27326	0.683438	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	27.7421
7.39771	-5.03338	-3.28457	2.3087	0.680661	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0.715464
7.41614	-5.18747	-2.71564	2.2552	0.574645	7.32687	-5.26205	7.4	-5.3	0.999994	-3	35.0753
7.50632	-5.29689	-2.72994	2.28158	0.571316	7.46174	-5.44979	7.45	-5.45	0.999999	-3	1.15895
7.5569	-5.44556	-2.60841	2.25672	0.503498	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	15.136
7.65402	-5.56049	-2.62245	2.28348	0.501855	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.423183
7.70685	-5.70143	-2.42544	2.26022	0.440113	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	13.7384
7.79616	-5.80932	-2.44159	2.28206	0.436887	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	1.10309
7.8571	-5.95548	-2.57098	2.25864	0.379863	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	12.0466
7.95183	-6.06848	-2.58318	2.27847	0.378288	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.351406
8.05382	-6.23813	-3.45919	2.26586	0.340499	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	11.9094
8.16759	-6.37347	-3.46632	2.28167	0.33881	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.261972
8.21262	-6.48577	-2.18894	2.26243	0.291055	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	20.6956
8.2903	-6.5803	-2.19461	2.27692	0.289134	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.285471
8.35012	-6.73164	-2.58562	2.24437	0.231229	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	13.4745
8.43775	-6.84469	-2.59085	2.2544	0.227986	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0.792803
8.52533	-7.03052	-3.21038	2.2205	0.172691	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	14.6395
8.62962	-7.17159	-3.21255	2.22744	0.169648	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0.580741
8.70057	-7.3141	-2.82369	2.20869	0.135491	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	4.75545
8.78984	-7.4362	-2.81873	2.21537	0.134693	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.0884292
8.85733	-7.57882	-2.99345	2.1952	0.102746	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	4.0755
8.94067	-7.69985	-2.99244	2.19791	0.0999261	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0.512281
8.96989	-7.84332	-2.40676	2.15252	0.0389485	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	15.9823
9.04052	-7.95739	-2.41535	2.15134	0.0349845	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0.999292
9.06081	-8.09694	-2.15419	2.10261	-0.0244587	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	14.3106
9.1153	-8.19735	-2.15145	2.09895	-0.0270293	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0.496572
9.15842	-8.35681	-2.56939	2.05993	-0.070001	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	9.35392
9.22237	-8.48252	-2.57286	2.05423	-0.0721279	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.278984
9.28719	-8.66584	-3.24592	2.02746	-0.0977412	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	6.83578
9.36555	-8.82775	-3.24957	2.02138	-0.0985893	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0.0435378
9.42265	-8.96778	-2.81937	2.00775	-0.108736	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	1.72697
9.48729	-9.11085	-2.82652	2.00024	-0.11058	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0.173918
9.52051	-9.27349	-2.90016	1.96318	-0.147154	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	4.6196
9.57667	-9.41079	-2.9064	1.95513	-0.14802	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0.080442
9.60324	-9.52609	-2.15074	1.93107	-0.167346	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	6.19638
9.64558	-9.63925	-2.1564	1.92154	-0.16782	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0.0435966
9.67138	-9.77152	-2.2316	1.89481	-0.187466	9.63311	-9.79216	9.65	-9.8	0	-2.73054	1.6231
9.7083	-9.89098	-2.24153	1.88226	-0.190019	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0.376109
9.74363	-10.0623	-3.03873	1.85846	-0.204932	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	6.81611
9.78515	-10.2102	-3.04415	1.8469	-0.206419	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.118981
9.81732	-10.3735	-2.96041	1.8249	-0.218602	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.58041
9.85783	-10.5319	-2.9618	1.81299	-0.218528	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.00343102
9.8717	-10.6618	-2.37943	1.78622	-0.236039	9.8617	-10.6917	9.85	-10.7	0	-2.72718	3.66179
9.89732	-10.7933	-2.39158	1.77103	-0.238566	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.29397
9.8924	-10.9414	-2.356	1.73056	-0.268705	9.75887	-10.887	9.85	-11	0	-2.72395	3.54008
9.9112	-11.0742	-2.37061	1.71367	-0.271128	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.335194
9.90288	-11.2452	-2.60033	1.67135	-0.300924	9.87245	-11.316	9.85	-11.3	0	-2.73074	4.02592
9.91345	-11.3903	-2.61297	1.65231	-0.303684	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.33119
9.9016	-11.5589	-2.66194	1.61341	-0.328147	9.93142	-11.6783	9.85	-11.6	0	-2.72396	2.46875
9.90233	-11.7058	-2.67024	1.59266	-0.330918	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.26935
9.8725	-11.8481	-2.49835	1.54822	-0.362005	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	3.68832
9.86302	-11.9763	-2.51888	1.52585	-0.366615	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0.818456
9.77259	-12.0685	-1.08411	1.42818	-0.454843	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	45.8097
9.75302	-12.1317	-1.12258	1.39597	-0.46222	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	2.30343
9.6494	-12.3339	-2.07975	1.30004	-0.536156	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	33.5074
9.60331	-12.4479	-2.13112	1.26161	-0.545058	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	3.77059
9.46142	-12.5856	-1.62297	1.12801	-0.662613	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	54.5227
9.41093	-12.6623	-1.68414	1.08621	-0.671227	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	3.21673
9.27441	-12.8115	-1.88216	0.980989	-0.745567	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	23.6383
9.19789	-12.8986	-1.95963	0.931154	-0.75413	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	2.80123
9.00247	-12.9848	-1.19639	0.736523	-0.930615	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	97.6105
8.92825	-13.0299	-1.31887	0.675284	-0.940071	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	3.64512
8.7067	-13.1884	-2.47394	0.579428	-0.993135	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	21.1874
8.57735	-13.2539	-2.60073	0.522453	-0.999523	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	2.69131
8.31548	-13.2707	-3.35199	0.312287	-1.18834	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	69.6955
8.15559	-13.3021	-3.29861	0.247406	-1.19257	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	1.15313
8.06758	-13.326	-2.56162	0.203356	-1.16534	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	4.79941
7.92214	-13.3417	-2.5733	0.135815	-1.16762	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.613225
7.69249	-13.3506	-3.54005	0.0539027	-1.1896	7.57824	-13.1345	7.65	-13.25	-3.62957	0	9.68234
7.49338	-13.3448	-3.53935	-0.0161153	-1.1928	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.579104
7.367	-13.3437	-2.78469	-0.0709092	-1.17815	7.33241	-13.2718	7.3	-13.25	-2.7301	0	4.71181
7.2076	-13.3196	-2.80234	-0.138394	-1.17949	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.614223
7.06593	-13.3027	-2.51723	-0.195984	-1.17062	6.97467	-13.1643	7	-13.25	-2.72703	0	1.44071
6.92472	-13.2678	-2.5394	-0.260597	-1.17004	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.317651
6.74163	-13.2386	-2.8679	-0.308611	-1.15439	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	1.77532
6.59012	-13.1831	-2.87668	-0.372726	-1.1545	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.0855899
6.43272	-13.121	-2.89853	-0.43198	-1.14945	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.697139
6.28771	-13.0489	-2.90706	-0.494762	-1.14875	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.0636743
6.1481	-13.003	-2.47537	-0.534517	-1.12389	6.09711	-13.0021	6.1	-13	-2.73	0.910004	4.04524
6.02945	-12.9314	-2.48888	-0.593994	-1.1215	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0.299503
5.88399	-12.8941	-2.45775	-0.610386	-1.0814	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	7.22335
5.77915	-12.8194	-2.47503	-0.662374	-1.07864	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0.634066
5.63483	-12.7466	-2.63512	-0.694358	-1.05104	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	3.39891
